"","V1","V2","V3"
"1203","2730","Nuclear factor NF90 mRNA","U10324_at"
"1204","2731","GP36b glycoprotein mRNA","U10362_at"
"1205","2732","ADAR Double-stranded RNA adenosine deaminase","U10439_at"
"1206","2733","Lymphoid-restricted membrane protein (Jaw1) mRNA","U10485_at"
"1207","2734","MEOX1 Homeobox protein mox1","U10492_at"
"1208","2737","MAGE-11 antigen (MAGE11) gene","U10686_at"
"1209","2739","ALDH7 Aldehyde dehydrogenase 7","U10868_at"
"1210","2740","G2 protein mRNA, partial cds","U10991_at"
"1211","2748","ETV6 Ets variant gene 6 (TEL oncogene)","U11732_at"
"1212","2749","CCNH Cyclin H","U11791_at"
"1213","2751","Interleukin-8 receptor type A (IL8RBA) gene, promoter and complete cds","U11870_rna1_at"
"1214","2752","GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA, splice variant IL8RB1, partial cds","U11872_at"
"1215","2753","GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA, splice variant IL8RB9, partial cds","U11877_at"
"1216","2755","GB DEF = Alpha1(XI) collagen (COL11A1) gene, 5' region and exon 1","U12139_at"
"1217","2756","IgG Fc receptor hFcRn mRNA","U12255_at"
"1218","2765","MAP KINASE-ACTIVATED PROTEIN KINASE 2","U12779_at"
"1219","2774","Oxidoreductase (HHCMA56) mRNA","U13395_at"
"1220","2776","GB DEF = G protein-coupled receptor (GPR1) gene","U13666_at"
"1221","2778","GB DEF = Homolog of yeast mutL (hPMS1) gene","U13695_at"
"1222","2779","GB DEF = ELAV-like neuronal protein 1 isoform Hel-N2 (Hel-N1) mRNA, partial cds","U13706_at"
"1223","2780","Cysteine protease CPP32 isoform alpha mRNA","U13737_at"
"1224","2783","TATA-binding protein associated factor 30 kDa subunit (tafII30) mRNA","U13991_at"
"1225","2784","TFIIA gamma subunit mRNA","U14193_at"
"1226","2786","Myosin-IC mRNA","U14391_at"
"1227","2788","Ral guanine nucleotide dissociation stimulator mRNA, partial cds","U14417_at"
"1228","2792","(ard-1) mRNA","U14575_at"
"1229","2793","Paxillin mRNA","U14588_at"
"1230","2794","Protein tyrosine phosphatase PTPCAAX2 (hPTPCAAX2) mRNA","U14603_at"
"1231","2804","SnRNP core protein Sm D3 mRNA","U15009_at"
"1232","2805","HLA-DMB Major histocompatibility complex, class II, DM beta","U15085_at"
"1233","2806","Beta-1,2-N-acetylglucosaminyltransferase II (MGAT2) gene","U15128_at"
"1234","2809","EEF1A1 Translation elongation factor 1-alpha-1","U15173_at"
"1235","2811","GB DEF = Cosmid CRI-JC2015 at D10S289 in 10sp13","U15177_at"
"1236","2816","Acidic 82 kDa protein mRNA","U15552_at"
"1237","2817","Serine palmitoyltransferase (LCB2) mRNA, partial cds","U15555_at"
"1238","2820","CSTF3 Cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kD","U15782_at"
"1239","2821","Protein tyrosine phosphatase mRNA","U15932_at"
"1240","2822","Transcription factor IL-4 Stat mRNA","U16031_at"
"1241","2824","GRIK5 Glutamate receptor, ionotropic, kainate 5","U16127_at"
"1242","2828","ELL mRNA","U16282_at"
"1243","2830","CSPG2 Chondroitin sulfate proteoglycan 2 (versican)","U16306_at"
"1244","2831","Peroxisomal enoyl-CoA hydratase-like protein (HPXEL) mRNA","U16660_at"
"1245","2833","(AF1q) mRNA","U16954_at"
"1246","2839","Transcription factor ETV1 mRNA","U17163_at"
"1247","2842","NOS1 Nitric oxide synthase 1 (neuronal)","U17327_at"
"1248","2843","PARATHYROID HORMONE/PARATHYROID HORMONE-RELATED PEPTIDE RECEPTOR PRECURSOR","U17418_at"
"1249","2845","Growth hormone-releasing hormone receptor form b gene extracted from Human growth hormone-releasing hormone receptor gene, alternatively spliced forms a, b, and c, partial cds","U17579_rna1_at"
"1250","2848","SDH1 Succinate dehydrogenase, iron sulphur (Ip) subunit","U17886_at"
"1251","2849","Alpha(1,2)fucosyltransferase","U17894_at"
"1252","2853","Chromosome 17q21 mRNA clone LF113","U18009_at"
"1253","2855","TFIID subunit TAFII55 (TAFII55) mRNA","U18062_at"
"1254","2858","CAMLG Calcium modulating ligand","U18242_at"
"1255","2862","CDC16Hs mRNA","U18291_at"
"1256","2867","GB DEF = GPR12 G protein coupled-receptor gene","U18548_at"
"1257","2879","Epstein-Barr virus-induced protein mRNA","U19261_at"
"1258","2885","Melanoma antigen p15 mRNA","U19796_at"
"1259","2888","Protein disulfide isomerase (PDIp) mRNA","U19948_at"
"1260","2889","Preprocarboxypeptidase A2 (proCPA2) mRNA","U19977_at"
"1261","2890","76 kDa tyrosine phosphoprotein SLP-76 mRNA","U20158_at"
"1262","2893","Gps1 (GPS1) mRNA","U20285_at"
"1263","2894","Cocaine and amphetamine regulated transcript CART (hCART) mRNA","U20325_at"
"1264","2895","CMKRL1 Chemokine receptor-like 1","U20350_at"
"1265","2898","SNC19 mRNA sequence","U20428_at"
"1266","2900","Actin-like peptide mRNA, partial cds","U20582_at"
"1267","2901","ZNF151 Zinc finger protein 151 (pHZ-67)","U20647_at"
"1268","2903","Ubiquitin protease (Unph) proto-oncogene mRNA","U20657_at"
"1269","2906","GB DEF = Clone 350/2 melanoma ubiquitous mutated protein (MUM-1) gene, partial cds","U20908_at"
"1270","2907","Chromatin assembly factor-I p150 subunit mRNA","U20979_at"
"1271","2909","SRP9 Signal recognition particle 9 kD protein","U20998_at"
"1272","2910","GB DEF = DD96 mRNA","U21049_at"
"1273","2912","DNA polymerase delta small subunit mRNA","U21090_at"
"1274","2914","GB DEF = ECA39 mRNA","U21551_at"
"1275","2916","FBP1 Fructose-bisphosphatase 1","U21931_at"
"1276","2919","100 kDa coactivator mRNA","U22055_at"
"1277","2923","2,3-oxidosqualene-lanosterol cyclase mRNA","U22526_at"
"1278","2925","Nuclear domain 10 protein (ndp52) mRNA","U22897_at"
"1279","2926","Class I histocompatibility antigen-like protein mRNA","U22963_at"
"1280","2929","Mitochondrial serine hydroxymethyltransferase gene, nuclear encoded mitochondrion protein","U23143_at"
"1281","2931","Heterogeneous ribonucleoprotein A0 mRNA","U23803_at"
"1282","2933","Putative tumor suppressor (LUCA15) mRNA","U23946_at"
"1283","2934","Coatomer protein (COPA) mRNA","U24105_at"
"1284","2935","P21-activated protein kinase (Pak1) gene","U24152_at"
"1285","2937","JTV-1 (JTV-1) mRNA","U24169_at"
"1286","2939","Pyrroline-5-carboxylate dehydrogenase (P5CDh) mRNA, long form","U24266_at"
"1287","2940","Breast tumor autoantigen mRNA, complete sequence","U24576_at"
"1288","2942","Ras GTPase-activating-like protein (IQGAP1) mRNA","U24704_at"
"1289","2943","GRL Glucocorticoid receptor alpha {alternative products}","U25029_at"
"1290","2947","Fragile X mental retardation protein 1 homolog FXR1 mRNA","U25165_at"
"1291","2948","Antioxidant enzyme AOE37-2 mRNA","U25182_at"
"1292","2949","Protein tyrosine kinase t-Ror1 (Ror1) mRNA","U25265_at"
"1293","2951","Transcriptional repressor (CTCF) mRNA","U25435_at"
"1294","2952","GB DEF = Chromosome 17q21 mRNA clone 1046:1-1","U25750_at"
"1295","2956","ACP1 Acid phosphatase 1, soluble","U25849_at"
"1296","2957","SELPLG Selectin P ligand","U25956_at"
"1297","2964","STX5A Syntaxin 5A","U26648_at"
"1298","2965","Cbl-b mRNA","U26710_at"
"1299","2978","GB DEF = Striatum-enriched phosphatase (STEP) mRNA, partial cds","U27831_at"
"1300","2981","GB DEF = HMGI-C chimeric transcript mRNA, partial cds","U28131_at"
"1301","2986","ID4 Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein","U28368_at"
"1302","2988","RCH1 RAG (recombination activating gene) cohort 1","U28386_at"
"1303","2990","Putative RNA binding protein RNPL mRNA","U28686_at"
"1304","2991","ZNF157 Zinc finger protein 157 (HZF22)","U28687_at"
"1305","2993","Cysteine-rich fibroblast growth factor receptor (CFR-1) mRNA","U28811_at"
"1306","2994","Protein immuno-reactive with anti-PTH polyclonal antibodies mRNA, partial cds","U28831_at"
"1307","2997","GB DEF = Selenium-binding protein (hSBP) mRNA","U29091_at"
"1308","2998","CSNK1D Casein kinase 1, delta","U29171_at"
"1309","2999","NPTX2 Neuronal pentraxin II","U29195_at"
"1310","3002","EIF-2-associated p67 homolog mRNA","U29607_at"
"1311","3003","Chitotriosidase precursor mRNA","U29615_at"
"1312","3005","Bcl-2 related (Bfl-1) mRNA","U29680_at"
"1313","3006","GB DEF = Anti-mullerian hormone type II receptor precursor gene","U29700_at"
"1314","3008","Pigment epithelium-derived factor gene","U29953_rna1_at"
"1315","3012","PGD Phosphogluconate dehydrogenase","U30255_at"
"1316","3014","FRAP FK506 binding protein 12-rapamycin associated protein","U30521_at"
"1317","3016","Splicing factor SRp30c mRNA","U30825_at"
"1318","3018","CENP-F kinetochore protein mRNA","U30872_at"
"1319","3019","TRNA-guanine transglycosylase mRNA","U30888_at"
"1320","3023","GB DEF = (memc) mRNA, 3'UTR","U30999_at"
"1321","3024","GB DEF = DP prostanoid receptor (PTGDR) mRNA, partial cds","U31099_at"
"1322","3027","HERV1 mRNA","U31176_at"
"1323","3031","G protein gamma-4 subunit mRNA","U31382_at"
"1324","3032","G protein gamma-10 subunit mRNA","U31383_at"
"1325","3033","G protein gamma-11 subunit mRNA","U31384_at"
"1326","3035","Fragile X mental retardation syndrome related protein (FXR2) mRNA","U31501_at"
"1327","3038","Transcriptional regulator homolog RPD3 mRNA","U31814_at"
"1328","3039","Hep27 protein mRNA","U31875_at"
"1329","3040","DUT DUTP pyrophosphatase","U31930_at"
"1330","3048","GAP SH3 binding protein mRNA","U32519_at"
"1331","3051","Myeloid elf-1 like factor (MEF) mRNA","U32645_at"
"1332","3053","CLN3 Ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-vogt disease) ","U32680_at"
"1333","3054","Hou mRNA","U32849_at"
"1334","3056","Cytoplasmic dynein light chain 1 (hdlc1) mRNA","U32944_at"
"1335","3059","Lipid-activated protein kinase PRK1 mRNA","U33053_at"
"1336","3061","Mammaglobin mRNA","U33147_at"
"1337","3063","Chromosome segregation gene homolog CAS mRNA","U33286_at"
"1338","3065","K+ channel beta 2 subunit mRNA","U33429_at"
"1339","3069","Tax1-binding protein TXBP151 mRNA","U33821_at"
"1340","3070","Tax1-binding protein TXBP181 mRNA","U33822_at"
"1341","3078","ALDH7 Aldehyde dehydrogenase 7 (NOTE: redefinition of symbol)","U34252_at"
"1342","3081","Retinoic acid- and interferon-inducible 58K protein RI58 mRNA","U34605_at"
"1343","3084","Biliverdin-IXalpha reductase mRNA","U34877_at"
"1344","3086","DPH2L","U34880_at"
"1345","3087","Transcription factor HCSX (hCsx) mRNA","U34962_at"
"1346","3089","TSC-22 protein mRNA","U35048_at"
"1347","3091","Metastasis-associated mta1 mRNA","U35113_at"
"1348","3096","Heterochromatin protein p25 mRNA","U35451_at"
"1349","3099","Pancreatic zymogen granule membrane protein GP-2 mRNA","U36221_at"
"1350","3105","EIF3 Eukaryotic translation initiation factor 3 (eIF-3) p36 subunit","U36764_at"
"1351","3107","CGMP-inhibited cAMP phosphodiesterase mRNA","U36798_at"
"1352","3108","GB DEF = Fork head domain protein (FKHR) mRNA, 3' end","U36922_at"
"1353","3109","Cleavage and polyadenylation specificity factor mRNA","U37012_at"
"1354","3110","Cyclin-dependent kinase 4 (CDK4) gene","U37022_rna1_at"
"1355","3111","ADD3 Adducin 3 (gamma)","U37122_at"
"1356","3114","Cyclophilin-like protein CyP-60 mRNA","U37219_at"
"1357","3116","Alpha-mannosidase (6A8) mRNA","U37248_at"
"1358","3117","ZNF177 KRAB zinc finger protein {alternative products}","U37251_at"
"1359","3119","PPP2R4 Protein phosphatase 2A, regulatory subunit B' alpha-1","U37352_at"
"1360","3121","CtBP mRNA","U37408_at"
"1361","3123","TNF-related apoptosis inducing ligand TRAIL mRNA","U37518_at"
"1362","3124","ALDH8 Aldehyde dehydrogenase 8","U37519_at"
"1363","3126","IAP homolog B (MIHB) mRNA","U37547_at"
"1364","3128","RNA polymerase II subunit (hsRPB8) mRNA","U37689_at"
"1365","3130","DLG3 Homolog 3 of Drosophila large discs","U37707_at"
"1366","3131","HuR RNA binding protein (HuR) mRNA","U38175_at"
"1367","3132","GB DEF = Cytochrome b pseudogene, partial cds","U38268_at"
"1368","3137","Stimulator of TAR RNA binding (SRB) mRNA","U38846_at"
"1369","3138","TAR RNA loop binding protein (TRP-185) mRNA","U38847_at"
"1370","3142","PMS8 mRNA (yeast mismatch repair gene PMS1 homologue), partial cds (C-terminal region)","U38980_at"
"1371","3146","E2 ubiquitin conjugating enzyme UbcH5B (UBCH5B) mRNA","U39317_at"
"1372","3148","NOF1 mRNA","U39400_at"
"1373","3149","Platelet alpha SNAP mRNA","U39412_at"
"1374","3152","Salivary peroxidase mRNA","U39573_at"
"1375","3157","SLC18A1 Solute carrier family 18 (vesicular monoamine), member 1","U39905_at"
"1376","3161","Integrin-linked kinase (ILK) mRNA","U40282_at"
"1377","3162","CDK inhibitor p19INK4d mRNA","U40343_at"
"1378","3163","Spermidine/spermine N1-acetyltransferase (SSAT) gene","U40369_rna1_at"
"1379","3168","Serotonin N-acetyltransferase gene","U40391_rna1_at"
"1380","3169","Pre-pro-megakaryocyte potentiating factor","U40434_at"
"1381","3170","Ikaros/LyF-1 homolog (hIk-1) mRNA","U40462_at"
"1382","3171","NAD(P) transhydrogenase","U40490_at"
"1383","3174","GB DEF = Tyrosyl-tRNA synthetase mRNA","U40714_at"
"1384","3175","Putative voltage-gated potassium channel (KVLQT1) mRNA, partial cds","U40990_at"
"1385","3177","Retinal protein (HRG4) mRNA","U40998_at"
"1386","3179","PRELP Proline arginine-rich end leucine-rich repeat protein","U41344_at"
"1387","3181","Gu protein mRNA, partial cds","U41387_at"
"1388","3182","Deleted in split hand/split foot 1 (DSS1) mRNA","U41515_at"
"1389","3183","OS-9 precurosor mRNA","U41635_at"
"1390","3184","DGUOK Deoxyguanosine kinase","U41668_at"
"1391","3189","HOXA9 Homeo box A9","U41813_at"
"1392","3193","54 kDa progesterone receptor-associated immunophilin FKBP54 mRNA, partial cds","U42031_at"
"1393","3198","Ladinin (LAD) mRNA","U42408_at"
"1394","3200","Cardiotrophin-1 (CTF1) mRNA","U43030_at"
"1395","3201","CDC37 homolog mRNA","U43077_at"
"1396","3202","GNAQ Guanine nucleotide binding protein (G protein), q polypeptide","U43083_at"
"1397","3204","PTCH Patched (Drosophila) homolog","U43148_at"
"1398","3205","GB DEF = Urocortin gene","U43177_at"
"1399","3207","Selenophosphate synthetase 2 (SPS2) mRNA","U43286_at"
"1400","3214","DRP2 Dystrophin related protein 2","U43519_at"
"1401","3215","Protein tyrosine kinase PYK2 mRNA","U43522_at"
"1402","3216","Malignant melanoma metastasis-suppressor (KiSS-1) gene, mRNA","U43527_at"
"1403","3217","Kinase suppressor of ras-1 (KSR1) mRNA, partial cds","U43586_at"
"1404","3222","Signal transducing adaptor molecule STAM mRNA","U43899_at"
"1405","3226","GB DEF = Thyrotroph embryonic factor (TEF) mRNA","U44059_at"
"1406","3233","Palmitoyl protein thioesterase mRNA","U44772_at"
"1407","3234","Putative ubiquitin C-terminal hydrolase (UHX1) mRNA","U44839_at"
"1408","3236","DNA-binding protein CPBP (CPBP) mRNA, partial cds","U44975_at"
"1409","3237","Specific 116-kDa vacuolar proton pump subunit (OC-116KDa) mRNA","U45285_at"
"1410","3239","Neuronal membrane glycoprotein M6b mRNA, partial cds","U45955_at"
"1411","3243","Clathrin assembly protein lymphoid myeloid leukemia (CALM) mRNA","U45976_at"
"1412","3250","Renal cell carcinoma antigen RAGE-4 mRNA, complete putative cds","U46194_at"
"1413","3252","GLUTATHIONE S-TRANSFERASE, MICROSOMAL","U46499_at"
"1414","3253","Aquaporin-5 (AQP5) gene","U46569_at"
"1415","3255","Tetratricopeptide repeat protein (tpr2) mRNA","U46571_at"
"1416","3257","Cystatin B gene","U46692_rna1_at"
"1417","3258","Phosphotyrosine independent ligand p62 for the Lck SH2 domain mRNA","U46751_at"
"1418","3261","SNCA Synuclein, alpha (non A4 component of amyloid precursor)","U46901_at"
"1419","3266","NifU-like protein (hNifU) mRNA, partial cds","U47101_at"
"1420","3268","GB DEF = Gamma aminobutyric acid receptor beta4 subunit-like mRNA, partial cds","U47334_at"
"1421","3269","Cyclin G2 mRNA","U47414_at"
"1422","3270","Nucleolar autoantigen No55 mRNA","U47621_at"
"1423","3271","TUBB Beta-tubulin","U47634_at"
"1424","3272","D13S824E locus mRNA","U47635_at"
"1425","3273","Monocytic leukaemia zinc finger protein (MOZ) mRNA","U47742_at"
"1426","3275","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE T","U47927_at"
"1427","3277","GB DEF = G-protein beta-3 subunit alternatively spliced form mRNA sequence","U47931_at"
"1428","3281","Protein kinase C-binding protein RACK7 mRNA, partial cds","U48251_at"
"1429","3283","Protein tyrosine phosphatase PTPCAAX1 (hPTPCAAX1) mRNA","U48296_at"
"1430","3284","GB DEF = G protein coupled receptor OGR1 gene","U48405_at"
"1431","3285","Kidney water channel (hKID) mRNA","U48408_at"
"1432","3286","Amyloid precursor-like protein 1 mRNA","U48437_at"
"1433","3291","CHRNB4 Cholinergic receptor, nicotinic, beta polypeptide 4","U48861_at"
"1434","3293","Myosin light chain kinase (MLCK) mRNA","U48959_at"
"1435","3295","Peptidyl-prolyl isomerase and essential mitotic regulator (PIN1) mRNA","U49070_at"
"1436","3297","Neuroendocrine-dlg (NE-dlg) mRNA","U49089_at"
"1437","3300","Placenta (Diff33) mRNA","U49188_at"
"1438","3302","Putative cerebral cortex transcriptional regulator T-Brain-1 (Tbr-1) mRNA","U49250_at"
"1439","3304","Putative DNA-binding protein mRNA, partial cds","U49278_at"
"1440","3305","Liver 2,4-dienoyl-CoA reductase mRNA","U49352_at"
"1441","3307","Ionotropic ATP receptor P2X5a mRNA","U49395_at"
"1442","3308","EIF5 Eukaryotic translation initiation factor 5 (eIF5)","U49436_at"
"1443","3310","DCT Dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)","U49785_at"
"1444","3311","LIM protein MLP mRNA","U49837_at"
"1445","3312","Protein kinase ATR mRNA","U49844_at"
"1446","3313","Transcriptional activator mRNA","U49857_at"
"1447","3319","Guanine nucleotide exchange factor p532 mRNA","U50078_at"
"1448","3320","Leukotriene C4 synthase (LTC4S) gene","U50136_rna1_at"
"1449","3322","EZH1 Enhancer of zeste (Drosophila) homolog 1","U50315_at"
"1450","3325","BRCA2 region, mRNA sequence CG037","U50523_at"
"1451","3328","BRCA2 region, mRNA sequence CG005","U50535_at"
"1452","3329","Helicase like protein 2 mRNA","U50553_at"
"1453","3331","Dynamitin mRNA","U50733_at"
"1454","3332","Na,K-ATPase gamma subunit mRNA","U50743_at"
"1455","3334","PKD2 Autosomal dominant polycystic kidney disease type II","U50928_at"
"1456","3336","Amyloid precursor protein-binding protein 1 mRNA","U50939_at"
"1457","3338","Putative protein kinase C inhibitor (PKCI-1) mRNA","U51004_at"
"1458","3341","IRF5 Interferon regulatory factor 5","U51127_at"
"1459","3342","G/T mismatch-specific thymine DNA glycosylase mRNA","U51166_at"
"1460","3344","KIAA0085 gene, partial cds","U51240_at"
"1461","3346","Armadillo repeat protein mRNA","U51269_at"
"1462","3347","Putative RNA binding protein (RBP56) mRNA","U51334_at"
"1463","3349","Nuclear protein Skip mRNA","U51432_at"
"1464","3350","Diacylglycerol kinase zeta mRNA","U51477_at"
"1465","3351","Sodium/potassium-transporting ATPase beta-3 subunit mRNA","U51478_at"
"1466","3353","Siah binding protein 1 (SiahBP1) mRNA, partial cds","U51586_at"
"1467","3354","Golgi complex autoantigen golgin-97 mRNA","U51587_at"
"1468","3355","Small acidic protein mRNA","U51678_at"
"1469","3357","RasGAP-related protein (IQGAP2) mRNA","U51903_at"
"1470","3359","HPrp18 mRNA","U51990_at"
"1471","3361","YMP mRNA","U52101_at"
"1472","3365","RbP gene (renin-binding protein) extracted from Human Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM), arginine-vasopressin receptor (AVPR2), C1 p115 (C1), ARD1 N-acetyltransferase related protein (TE2), renin-binding protein (RbP), host cell factor 1 (HCF1), and interleukin-1 receptor-associated kinase (IRAK) genes, and Xq28lu2 gene","U52112_rna5_at"
"1473","3370","GOK (STIM1) mRNA","U52426_at"
